,Lat,Lng
14279,39.083241, -94.523647
14310,39.265021, -94.659395
14313,38.924532, -94.505289
14320,39.050483, -94.5973
14328,38.882537, -94.589873
14329,39.239512, -94.575999
14336,39.057711, -94.591008
14358,38.941985, -94.511819
14359,39.094188, -94.537443
14372,39.070492, -94.571319
14388,39.036469, -94.494392
14410,39.112368, -94.516343
14420,39.054644, -94.598636
14422,39.091862, -94.552236
14428,39.168919, -94.496877
14429,38.925248, -94.505714
14449,39.189472, -94.483232
14458,39.129864, -94.492573
14480,39.103668, -94.585386
14488,39.269958, -94.456511
14587,39.285851, -94.570811
14629,39.11233, -94.515195
14633,39.098075, -94.567191
14650,38.939156, -94.517136
14653,39.23346, -94.664938
14654,38.997545, -94.548763
14696,39.084299, -94.544644
14721,39.306542, -94.682129
14753,39.05663, -94.587527
14761,39.17457, -94.544478
14786,39.084761, -94.576146
14820,39.189786, -94.51282
14822,39.100912, -94.540935
14823,39.033747, -94.41578
14832,38.966571, -94.587291
14839,39.003182, -94.550821
14840,38.958465, -94.488186
14844,39.236635, -94.66565
14864,39.032673, -94.529368
14872,39.035097, -94.498842
14898,39.042437, -94.595019
14899,39.163589, -94.491212
14900,38.945433, -94.596448
14930,39.114617, -94.507902
14970,38.937895, -94.550953
15012,39.105046, -94.514381
15057,39.033747, -94.41578
15067,38.971462, -94.605386
15082,39.108701, -94.518912
15097,39.240633, -94.460931
15099,39.036445, -94.587261
15118,39.102294, -94.505922
15121,39.184283, -94.551814
15145,39.10002, -94.585576
15171,38.940034, -94.521339
15174,39.073732, -94.564162
15190,39.08415, -94.563985
15193,39.026694, -94.483551
15196,39.215538, -94.493753
15207,39.120394, -94.5622
15233,39.246394, -94.575366
15242,39.165471, -94.416315
15259,39.113087, -94.537318
15260,39.169064, -94.47362
15262,39.103025, -94.537363
15280,39.092458, -94.530023
15285,39.04387, -94.540349
15286,39.082046, -94.526494
15289,39.110611, -94.524624
15299,39.010585, -94.488973
15323,39.211933, -94.588477
15327,39.033747, -94.41578
15346,38.987189, -94.557459
15386,39.184283, -94.551814
15388,39.104156, -94.541723
15391,39.070794, -94.529759
15392,39.110887, -94.569875
15419,39.120394, -94.5622
15480,39.068808, -94.590071
15483,39.056478, -94.583076
15489,39.10091, -94.577328
15515,39.10356, -94.583014
15525,39.060918, -94.553301
15531,39.033747, -94.41578
15579,38.935454, -94.58709
15580,39.099565, -94.539856
15582,39.258572, -94.526178
15622,39.241821, -94.642923
15640,38.948153, -94.515964
15642,39.003351, -94.556635
15658,39.083241, -94.523647
15676,39.097185, -94.542281
15709,39.082082, -94.530937
15717,39.081161, -94.520017
15735,39.093332, -94.580055
15745,38.918989, -94.593082
15748,39.05701, -94.550043
15753,39.090399, -94.549612
15806,39.16449, -94.555195
15880,39.03388, -94.560575
15887,39.26915, -94.669477
15893,38.959468, -94.50295
15902,39.025888, -94.481255
15912,39.103925, -94.592065
15925,39.240633, -94.460931
15926,39.182404, -94.50516
15943,39.102456, -94.525917
15973,39.037881, -94.584723
15993,39.05866, -94.545341
16006,39.078058, -94.528774
16011,38.996148, -94.558185
16012,39.162412, -94.474411
16013,39.059746, -94.583565
16078,38.966498, -94.50055
16089,38.914139, -94.523842
16096,39.078521, -94.596488
16107,38.930669, -94.5105
16135,39.002625, -94.558401
16140,39.03388, -94.560575
16143,39.094695, -94.565028
16151,39.29951, -94.499062
16194,39.101065, -94.580839
16210,39.252223, -94.655534
16229,39.198019, -94.618362
16261,39.054706, -94.590882
16275,39.009697, -94.484166
16283,39.068419, -94.584002
16324,39.10091, -94.577328
16331,39.050006, -94.557368
16334,39.084761, -94.576146
16342,39.067579, -94.538454
16367,39.069988, -94.557003
16372,39.044612, -94.606635
16394,39.069553, -94.553372
16412,39.170322, -94.574043
16417,38.881605, -94.605304
16438,39.216378, -94.526616
16480,39.041677, -94.572947
16496,39.079831, -94.525691
16526,38.998047, -94.543666
16527,39.039868, -94.59531
16548,39.024967, -94.566957
16574,38.945274, -94.581627
16577,39.037654, -94.569302
16583,39.070268, -94.571333
16587,39.098488, -94.584405
16600,39.067882, -94.548159
16610,39.065478, -94.589817
16634,39.047775, -94.545906
16650,39.205212, -94.587967
16687,39.045619, -94.58743
16697,39.105776, -94.535243
16738,39.112447, -94.512756
16750,39.086126, -94.539375
16753,39.238224, -94.57927
16772,39.075302, -94.575446
16789,39.106845, -94.516654
16791,39.05644, -94.591161
16794,38.976908, -94.567199
16832,39.070492, -94.571319
16887,39.022804, -94.557735
16901,39.069842, -94.55284
16942,39.15001, -94.484286
16975,39.22925, -94.623848
16977,39.051373, -94.595768
16992,39.209577, -94.598032
17049,39.191505, -94.518845
17068,38.936552, -94.584722
17085,39.078058, -94.528774
17115,39.049142, -94.586916
17132,38.949664, -94.569864
17187,39.109021, -94.579259
17189,39.05701, -94.550043
17207,39.058355, -94.534982
17215,39.109888, -94.521192
17218,39.012938, -94.574588
17324,39.079831, -94.525691
17342,38.919644, -94.529954
17344,39.056624, -94.587312
17359,39.043328, -94.583195
17361,39.068419, -94.584002
17367,39.120394, -94.5622
17392,39.207944, -94.591775
17405,39.062034, -94.587018
17407,39.068419, -94.584002
17412,39.244896, -94.464546
17437,39.109888, -94.521192
17447,39.265021, -94.659395
17464,39.051937, -94.600901
17477,39.110855, -94.578417
17547,39.029296, -94.590236
17576,39.10209, -94.504026
17629,38.881605, -94.605304
17634,39.10209, -94.504026
17674,39.092038, -94.562455
17691,38.920616, -94.583763
17705,39.100817, -94.583116
17729,38.987761, -94.593465
17732,39.038301, -94.461985
17756,39.05701, -94.550043
17767,38.917442, -94.603515
17800,39.022088, -94.490377
17817,38.970664, -94.59528
17829,39.094242, -94.578003
17836,39.082855, -94.548763
17866,39.184283, -94.551814
17891,39.113317, -94.559661
17893,39.120394, -94.5622
17907,39.238889, -94.513552
17925,39.191505, -94.518845
17926,39.250586, -94.68709
17942,39.054706, -94.590882
17944,39.098566, -94.543349
17964,39.021635, -94.575311
17983,38.966498, -94.50055
18013,39.05222, -94.567685
18022,39.290063, -94.471569
18038,39.064158, -94.588328
18121,39.165471, -94.416315
18152,39.094188, -94.537443
18173,39.084761, -94.576146
18184,39.177541, -94.521336
18280,39.045899, -94.5437
18302,39.083769, -94.535816
18352,38.979801, -94.563394
18357,38.922533, -94.539505
18373,39.009112, -94.443636
18385,39.012938, -94.574588
18398,39.15001, -94.484286
18429,39.240231, -94.664812
18440,39.044969, -94.568097
18462,39.106845, -94.516654
18463,38.945329, -94.453501
18497,39.049446, -94.583849
18513,39.030194, -94.559609
18543,39.101059, -94.590005
18555,39.079831, -94.525691
18559,39.053429, -94.551397
18562,39.019685, -94.570088
18569,39.054158, -94.590919
18608,39.059616, -94.570701
18684,38.980867, -94.568174
18694,39.062521, -94.549742
18708,39.057711, -94.591008
18711,39.059376, -94.596462
18734,39.178162, -94.525884
18752,39.060861, -94.590777
18827,38.92144, -94.549537
18839,38.978997, -94.576295
18860,39.216378, -94.526616
18868,39.086815, -94.557764
18884,39.063278, -94.573336
18909,39.069842, -94.55284
18923,39.107672, -94.545937
18955,39.083516, -94.586706
18990,39.035007, -94.589632
19006,38.996455, -94.566236
19060,38.95173, -94.493694
19082,39.217392, -94.588027
19103,39.193819, -94.508709
19126,39.225067, -94.600278
19127,39.104992, -94.513029
19150,39.037807, -94.546416
19200,39.055561, -94.527173
19243,38.998349, -94.568419
19263,39.193684, -94.486562
19299,39.063159, -94.56892
19317,39.106477, -94.51378
19319,39.078432, -94.542051
19320,38.96833, -94.50372
19351,39.034743, -94.583428
19363,39.036713, -94.603854
19376,38.971462, -94.605386
19391,39.055921, -94.472982
19400,39.184283, -94.551814
19431,39.187334, -94.489705
19487,39.251184, -94.565343
19502,39.090399, -94.549612
19503,39.131023, -94.496292
19569,39.097833, -94.564764
19608,39.163408, -94.542757
19625,38.946969, -94.517989
19626,39.098488, -94.584405
19662,39.058143, -94.600502
19677,39.093106, -94.533265
19686,39.058255, -94.587577
19694,39.053696, -94.559497
19732,39.105729, -94.534067
19756,38.939121, -94.587421
19780,39.068419, -94.584002
19781,39.070811, -94.590632
19782,39.017942, -94.563692
19871,38.991731, -94.580294
19890,39.163421, -94.544549
19921,39.056941, -94.547814
19973,39.025888, -94.481255
19989,39.109539, -94.544819
20043,39.191505, -94.518845
20109,39.026275, -94.436549
20137,39.103149, -94.54459
20176,39.105487, -94.527068
20177,39.067882, -94.548159
20188,38.910308, -94.50968
20193,38.980867, -94.568174
20195,38.983817, -94.563403
20232,39.038462, -94.584941
20241,39.062299, -94.542859
20243,39.111407, -94.541267
20278,39.003351, -94.556635
20282,39.09778, -94.559646
20312,39.091287, -94.561986
20314,39.068745, -94.573708
20317,39.098478, -94.511358
20375,39.052535, -94.576083
20415,38.917906, -94.56905
20456,39.079831, -94.525691
20500,39.05866, -94.545341
20554,39.079494, -94.518072
20562,39.101327, -94.514338
20587,39.191505, -94.518845
20589,39.007141, -94.559903
20628,39.10552, -94.528019
20674,39.037081, -94.57183
20697,39.198019, -94.618362
20711,39.29951, -94.499062
20731,39.301619, -94.590248
20805,39.012937, -94.576888
20911,38.956838, -94.486708
20918,39.056624, -94.587312
20920,38.922533, -94.539505
20922,38.924353, -94.583472
20974,39.088928, -94.598404
20985,39.056624, -94.587312
21002,39.120394, -94.5622
21020,39.078521, -94.596488
21046,38.995639, -94.538475
21050,39.244902, -94.528635
21079,38.89203, -94.595109
21108,38.972777, -94.560016
21147,39.184944, -94.532503
21176,39.078521, -94.596488
21195,39.175313, -94.521363
21215,38.952423, -94.507428
21235,39.055561, -94.527173
21242,39.069553, -94.553372
21256,38.928194, -94.496686
21266,38.991872, -94.5943
21273,39.202679, -94.602511
21298,39.060861, -94.590777
21302,39.046624, -94.566848
21389,39.077335, -94.565459
21391,39.120394, -94.5622
21423,39.068419, -94.584002
21509,38.92159, -94.499671
21533,39.03326, -94.49678
21562,39.078058, -94.528774
21567,39.055308, -94.549784
21583,39.034577, -94.497804
21593,39.031259, -94.486784
21654,39.184283, -94.551814
21689,39.055921, -94.472982
21709,39.068419, -94.584002
21742,39.03388, -94.560575
21759,39.097183, -94.581044
21810,38.952047, -94.56856
21831,38.946969, -94.517989
21844,39.217392, -94.588027
21870,39.214692, -94.52025
21883,39.077297, -94.601451
21921,39.185431, -94.527784
21935,38.971462, -94.605386
21964,39.186784, -94.521214
21968,38.952423, -94.507428
21973,38.969185, -94.499784
22014,38.987189, -94.557459
22027,39.103507, -94.583149
22050,39.032546, -94.391909
22064,39.177041, -94.568071
22110,39.101379, -94.598554
22127,39.060045, -94.585902
22160,39.100452, -94.545793
22214,39.22274, -94.643957
22240,39.195983, -94.623017
22242,39.092239, -94.546385
22245,39.089778, -94.519977
22265,39.107046, -94.519003
22271,39.107911, -94.545797
22280,39.035007, -94.589632
22344,38.953573, -94.535256
22437,38.980867, -94.568174
22502,39.293046, -94.570742
22542,39.063278, -94.573336
22567,38.946969, -94.517989
22581,39.072013, -94.565446
22587,38.976247, -94.559136
22588,39.106477, -94.51378
22598,39.239903, -94.514773
22649,39.055047, -94.593128
22652,38.871754, -94.604979
22684,39.206244, -94.637534
22720,38.950122, -94.519303
22773,38.971462, -94.605386
22791,38.925097, -94.524499
22802,39.081078, -94.5672
22804,38.917981, -94.500946
22824,39.034299, -94.510631
22842,38.991872, -94.5943
22853,39.234945, -94.562862
22883,39.104992, -94.513029
22897,39.10552, -94.528019
22902,39.165471, -94.416315
22928,39.191505, -94.518845
22931,38.922533, -94.539505
22946,39.038301, -94.461985
22953,39.016391, -94.603058
22959,39.057711, -94.591008
22968,38.959468, -94.50295
22986,39.026405, -94.55635
23007,39.042437, -94.595019
23040,39.076773, -94.594302
23044,38.979801, -94.563394
23072,39.056321, -94.583776
23077,39.102357, -94.58304
23088,39.022379, -94.488906
23141,39.060861, -94.590777
23154,39.058255, -94.587577
23204,38.924545, -94.549852
23215,39.098488, -94.584405
23251,38.997741, -94.593148
23263,39.091571, -94.582512
23282,39.073342, -94.473094
23296,39.02477, -94.561118
23311,39.111602, -94.580938
23337,39.062034, -94.587018
23369,39.051476, -94.581738
23385,39.05722, -94.554602
23398,39.078086, -94.527745
23403,39.01387, -94.483931
23426,39.165471, -94.416315
23429,39.074532, -94.517902
23436,39.049846, -94.599116
23454,38.939121, -94.587421
23458,39.05701, -94.550043
23476,38.998349, -94.568419
23501,39.048689, -94.572547
23518,39.130848, -94.52161
23528,39.171481, -94.548295
23563,39.079831, -94.525691
23590,38.910422, -94.501374
23602,39.242225, -94.590769
23607,39.01387, -94.483931
23610,38.994022, -94.499221
23614,38.939121, -94.587421
23644,38.917906, -94.56905
23661,38.959468, -94.50295
23667,39.079831, -94.525691
23712,39.032257, -94.462765
23716,38.996148, -94.558185
23727,39.029205, -94.588864
23736,39.094695, -94.565028
23737,39.238693, -94.659095
23759,38.96608, -94.573841
23764,39.116849, -94.523408
23774,38.991469, -94.573352
23775,38.908769, -94.505607
23818,39.063788, -94.585673
23834,39.242225, -94.590769
23853,39.075076, -94.59568
23878,39.042091, -94.583409
23886,38.980867, -94.568174
23901,39.033382, -94.544496
23930,39.208751, -94.648796
23945,39.112757, -94.527995
23950,39.236413, -94.625282
23981,39.060045, -94.585902
24027,38.929512, -94.513131
24070,38.939121, -94.587421
24101,39.059746, -94.583565
24104,39.15001, -94.484286
24111,39.078086, -94.527745
24149,39.026405, -94.55635
24154,39.036861, -94.453806
24175,39.184283, -94.551814
24176,39.246394, -94.575366
24192,39.112314, -94.541188
24200,39.068419, -94.584002
24215,38.94785, -94.577031
24226,38.981658, -94.487767
24239,39.137295, -94.496032
24301,39.110855, -94.578417
24317,39.252223, -94.655534
24329,39.213509, -94.595986
24335,39.104813, -94.591995
24361,38.953573, -94.535256
24396,39.189205, -94.556734
24515,38.923422, -94.501879
24527,39.049093, -94.5842
24530,39.033382, -94.544496
24547,39.030194, -94.559609
24562,39.103063, -94.541969
24574,39.104288, -94.545309
24597,39.068419, -94.584002
24604,39.221916, -94.622115
24712,38.971462, -94.605386
24764,38.92223, -94.49438
24768,39.05644, -94.591161
24769,39.014908, -94.541922
24825,39.097387, -94.505402
24860,38.980867, -94.568174
24911,39.068508, -94.566305
24918,39.04944, -94.582851
24930,39.103272, -94.551193
24932,39.055561, -94.527173
24936,39.175313, -94.521363
24956,39.09879, -94.588466
24978,39.11409, -94.537257
24980,39.097833, -94.564764
25003,38.950933, -94.478293
25024,39.238224, -94.57927
25041,39.110855, -94.578417
25073,38.916428, -94.490356
25095,39.040174, -94.582398
25154,38.995728, -94.546522
25167,39.055782, -94.56788
25233,39.171481, -94.548295
25248,39.26915, -94.669477
25322,39.111407, -94.541267
25338,38.961855, -94.471209
25346,39.012257, -94.50634
25347,39.053696, -94.559497
25350,39.040174, -94.582398
25379,39.163408, -94.542757
25407,39.033896, -94.399833
25429,39.239807, -94.513645
25471,39.094884, -94.555987
25492,39.066865, -94.570266
25505,38.95616, -94.42827
25521,38.991872, -94.5943
25537,38.969185, -94.499784
25580,39.104992, -94.513029
25588,39.248559, -94.665203
25589,39.037807, -94.546416
25611,39.094551, -94.583455
25625,38.971462, -94.605386
25648,39.062086, -94.604967
25677,39.290063, -94.471569
25745,39.053555, -94.5548
25749,39.105776, -94.535243
25758,39.110855, -94.578417
25763,39.15001, -94.484286
25817,39.265021, -94.659395
25828,39.065404, -94.580769
25842,39.081789, -94.525567
25845,39.252223, -94.655534
25857,38.996148, -94.558185
25901,39.063067, -94.566572
25920,39.293035, -94.681463
25944,38.89203, -94.595109
25970,39.053044, -94.590339
25977,39.000836, -94.558929
25983,38.966498, -94.50055
26016,39.070811, -94.590632
26018,39.110235, -94.549331
26019,39.1127, -94.507198
26029,39.033382, -94.544496
26059,39.111341, -94.544718
26109,39.087852, -94.584905
26112,39.185431, -94.527784
26180,39.165471, -94.416315
26181,39.245466, -94.651365
26202,39.046819, -94.572659
26240,39.02693, -94.571484
26254,38.932125, -94.552029
26296,38.998788, -94.494063
26314,38.95616, -94.42827
26326,39.191505, -94.518845
26344,39.074714, -94.547993
26355,39.105776, -94.535243
26359,39.293035, -94.681463
26398,39.065447, -94.532317
26403,39.083098, -94.55684
26410,39.199398, -94.516963
26411,39.063649, -94.582042
26431,39.091735, -94.503507
26449,39.248327, -94.572135
26466,39.115906, -94.509151
26467,39.097183, -94.581044
26510,39.094695, -94.565028
26517,39.057711, -94.591008
26552,39.029283, -94.498021
26561,39.021706, -94.433832
26607,39.094188, -94.537443
26655,39.073001, -94.541205
26730,39.033382, -94.544496
26748,39.100795, -94.581248
26773,39.177041, -94.568071
26792,39.113959, -94.527942
26795,39.034577, -94.497804
26877,38.994022, -94.499221
26891,39.091735, -94.503507
26901,39.105729, -94.534067
26912,39.043742, -94.44374
26941,39.108661, -94.580626
26985,38.96608, -94.573841
26986,39.056419, -94.479484
26992,39.004932, -94.551877
27002,38.953573, -94.535256
27006,39.114911, -94.56183
27039,39.112641, -94.524519
27058,39.051476, -94.581738
27061,39.098488, -94.584405
27070,39.115638, -94.539987
27084,39.10463, -94.586348
27116,39.204456, -94.596537
27126,39.05701, -94.550043
27171,39.102456, -94.525917
27228,39.093106, -94.533265
27271,39.08213, -94.528604
27274,38.953273, -94.526768
27277,39.031259, -94.486784
27306,39.110855, -94.578417
27323,38.999884, -94.56341
27345,38.976908, -94.567199
27353,39.074568, -94.532464
27366,39.058255, -94.587577
27376,39.082054, -94.536387
27393,39.184283, -94.551814
27399,39.069054, -94.527802
27407,39.100258, -94.603269
27432,39.034299, -94.510631
27438,39.078058, -94.528774
27461,39.21227, -94.605586
27468,39.007141, -94.559903
27494,39.187334, -94.489705
27503,39.161093, -94.582325
27517,39.171481, -94.548295
27519,39.063278, -94.573336
27536,39.094075, -94.534552
27559,39.199973, -94.63409
27563,39.012937, -94.576888
27566,38.939121, -94.587421
27568,39.055782, -94.56788
27587,39.098842, -94.550832
27620,39.221916, -94.622115
27671,39.061124, -94.59874
27682,38.95095, -94.545139
27685,38.923422, -94.501879
27697,39.173539, -94.530017
27716,39.209577, -94.598032
27751,39.208751, -94.648796
27756,39.106976, -94.544584
27764,39.053555, -94.5548
27793,39.075302, -94.575446
27815,39.030846, -94.503996
27828,39.105627, -94.482032
27838,38.939121, -94.587421
27843,39.033382, -94.544496
27858,39.002625, -94.558401
27870,38.930215, -94.596744
27887,39.059468, -94.569608
27896,39.137226, -94.513861
27909,39.067282, -94.528685
27920,39.182404, -94.50516
27963,39.103507, -94.583149
27982,39.283824, -94.579255
27983,38.987368, -94.578026
28004,39.059746, -94.583565
28044,38.981465, -94.606619
28052,39.055921, -94.472982
28067,39.04944, -94.582851
28099,39.191505, -94.518845
28100,39.238224, -94.57927
28102,38.966498, -94.50055
28105,39.051937, -94.600901
28112,39.03388, -94.560575
28165,39.237255, -94.469508
28173,39.098488, -94.584405
28177,39.084761, -94.576146
28178,39.091735, -94.503507
28204,39.299592, -94.582532
28277,39.032256, -94.563909
28320,38.976908, -94.567199
28359,39.165471, -94.416315
28362,39.026405, -94.55635
28366,39.033382, -94.544496
28374,38.955497, -94.543412
28427,39.102456, -94.525917
28435,39.112314, -94.541188
28463,38.92343, -94.523648
28534,39.113317, -94.559661
28545,39.046842, -94.594608
28564,39.021026, -94.559028
28570,38.943547, -94.524784
28592,39.074714, -94.547993
28618,39.205212, -94.587967
28638,38.980867, -94.568174
28651,39.065478, -94.589817
28697,39.099338, -94.534581
28726,39.16449, -94.555195
28728,39.238224, -94.57927
28758,39.165471, -94.416315
28768,39.085321, -94.58047
28791,39.288414, -94.552586
28812,39.26915, -94.669477
28824,38.917906, -94.56905
28848,39.184283, -94.551814
28849,39.219803, -94.641618
28851,39.201158, -94.647143
28862,38.975728, -94.573914
28911,39.207944, -94.591775
28919,39.171481, -94.548295
28946,39.05393, -94.58674
29057,39.130741, -94.522787
29058,39.10209, -94.504026
29063,39.057711, -94.591008
29064,38.945433, -94.596448
29072,39.100761, -94.539786
29090,38.987189, -94.557459
29115,39.103272, -94.551193
29127,39.107221, -94.529454
29140,39.250586, -94.68709
29194,39.086126, -94.539375
29208,39.047115, -94.570094
29210,39.052088, -94.525254
29212,38.998047, -94.543666
29248,39.085611, -94.594901
29252,39.084761, -94.576146
29288,39.078564, -94.544534
29325,39.116038, -94.512945
29380,39.243268, -94.526249
29381,38.952047, -94.56856
29435,39.052732, -94.525466
29457,39.20528, -94.595917
29467,39.066266, -94.578614
29473,39.265021, -94.659395
29492,39.05663, -94.587527
29542,39.131023, -94.496292
29569,39.040174, -94.582398
29595,38.961899, -94.483664
29606,39.15001, -94.484286
29651,39.053624, -94.581606
29657,39.303774, -94.57542
29660,39.029283, -94.498021
29677,39.063699, -94.583323
29706,39.084761, -94.576146
29732,39.104366, -94.547424
29735,39.037807, -94.546416
29835,38.950933, -94.478293
29855,38.936276, -94.603763
29924,38.971462, -94.605386
29932,39.098488, -94.584405
29934,39.184283, -94.551814
29945,39.063788, -94.585673
29960,39.105252, -94.520286
29974,39.114617, -94.507902
29976,39.058255, -94.587577
29989,38.976908, -94.567199
30008,39.110855, -94.578417
30010,39.042145, -94.582315
30012,39.246994, -94.661491
30017,39.05701, -94.550043
30096,39.105153, -94.575736
30105,39.198019, -94.618362
30113,39.186163, -94.50505
30120,39.057711, -94.591008
30151,39.104992, -94.513029
30183,39.068419, -94.584002
30199,39.208894, -94.617179
30266,38.997741, -94.593148
30335,39.103507, -94.583149
30358,39.165471, -94.416315
30387,39.024967, -94.566957
30418,38.981465, -94.606619
30456,39.117795, -94.516054
30492,38.946981, -94.601644
30536,39.105211, -94.552386
30577,39.078058, -94.528774
30583,39.165553, -94.424599
30591,39.094695, -94.565028
30638,39.107221, -94.529454
30692,39.10912, -94.531703
30693,39.112641, -94.524519
30809,39.055561, -94.527173
30852,39.105252, -94.520286
30907,38.998047, -94.543666
30922,38.995063, -94.500511
30923,39.031259, -94.486784
30925,39.191505, -94.518845
30931,39.026987, -94.573804
30968,39.060861, -94.590777
30969,39.093106, -94.533265
30998,39.166562, -94.502318
31018,39.252223, -94.655534
31039,39.080076, -94.536233
31090,38.955264, -94.57787
31115,39.168396, -94.494642
31155,39.049925, -94.553884
31168,39.080166, -94.530624
31204,39.112582, -94.515179
31210,38.915417, -94.494338
31218,39.049142, -94.586916
31238,39.248559, -94.665203
31262,39.178162, -94.525884
31305,38.996148, -94.558185
31310,39.057595, -94.567788
31315,39.248754, -94.593197
31330,39.046217, -94.600647
31340,39.053555, -94.5548
31348,39.103272, -94.551193
31372,39.253986, -94.588405
31389,39.104743, -94.482021
31390,38.89203, -94.595109
31440,39.231827, -94.662208
31462,39.133074, -94.683303
31468,39.086884, -94.519716
31476,39.053907, -94.580427
31493,39.009665, -94.574737
31514,39.044398, -94.550928
31520,38.914974, -94.505658
31525,39.246435, -94.586716
31538,39.030843, -94.439078
31557,39.156913, -94.5368
31573,39.23512, -94.555828
31593,39.046635, -94.563354
31623,39.104876, -94.551117
31690,39.046624, -94.566848
31691,39.055217, -94.606269
31698,39.050711, -94.572431
31709,39.170648, -94.576747
31724,39.225067, -94.600278
31727,39.018377, -94.581237
31753,39.078521, -94.596488
31761,39.084761, -94.576146
31818,39.08213, -94.528604
31833,39.070679, -94.5208
31835,39.105252, -94.520286
31839,39.059574, -94.594864
31841,39.10912, -94.531703
31845,39.237965, -94.663559
31864,39.107707, -94.538838
31865,39.16844, -94.522812
31868,39.043583, -94.562619
31895,39.252223, -94.655534
31902,39.226067, -94.604716
31946,39.189699, -94.543867
31956,39.045808, -94.594832
31962,39.084761, -94.576146
31963,39.055921, -94.593136
31969,39.046638, -94.530793
32000,39.072251, -94.569895
32025,39.069189, -94.52413
32095,39.038953, -94.445083
32098,39.074112, -94.579875
32103,39.15001, -94.484286
32171,39.066727, -94.586115
32198,39.08213, -94.528604
32201,39.044398, -94.550928
32228,38.957217, -94.503051
32244,38.983113, -94.59465
32254,39.194382, -94.485989
32261,39.110335, -94.580974
32272,38.925152, -94.473332
32278,38.981627, -94.558719
32299,39.11451, -94.524402
32329,39.058355, -94.534982
32365,39.017453, -94.602341
32368,39.225316, -94.49055
32369,39.113361, -94.544121
32378,38.925554, -94.551769
32402,39.268874, -94.562882
32424,38.882594, -94.590812
32455,39.106225, -94.548254
32458,39.102193, -94.588307
32471,39.174772, -94.50632
32477,39.037827, -94.587193
32489,38.914091, -94.520983
32499,38.995524, -94.545362
32510,39.095295, -94.558149
32512,39.189277, -94.490074
32515,39.070629, -94.578911
32536,39.10209, -94.504026
32538,39.101072, -94.50638
32561,38.941667, -94.599173
32574,39.247931, -94.527002
32602,38.948324, -94.58345
32644,39.084761, -94.576146
32686,38.939121, -94.587421
32719,39.078432, -94.542051
32721,39.120394, -94.5622
32725,39.000057, -94.562167
32738,38.935403, -94.598222
32742,39.095545, -94.504458
32744,39.035291, -94.510765
32764,39.078738, -94.598766
32775,39.204138, -94.637436
32786,39.023946, -94.590292
32797,39.044415, -94.55302
32824,39.195983, -94.623017
32833,39.303573, -94.556813
32861,39.084761, -94.576146
32925,39.091262, -94.594599
32980,39.055322, -94.550134
33002,39.007143, -94.560231
33024,39.029991, -94.495308
33034,39.063278, -94.573336
33097,39.10111, -94.569444
33119,39.060918, -94.553301
33167,39.220806, -94.631616
33251,39.249716, -94.625767
33258,39.168396, -94.494642
33265,39.060151, -94.53144
33312,39.083366, -94.526798
33334,39.07621, -94.595458
