,Lat,Lng
33352,39.077921, -94.576194
33369,39.109088, -94.511598
33375,38.992819, -94.566429
33381,39.198666, -94.629789
33391,39.011714, -94.586177
33408,39.035705, -94.496433
33432,39.013902, -94.552605
33472,38.92711, -94.525099
33475,39.022048, -94.541715
33477,39.035007, -94.589632
33488,39.02195, -94.583428
33495,39.11291, -94.527097
33537,38.967119, -94.600066
33558,38.999693, -94.556822
33563,38.997741, -94.593148
33581,39.289896, -94.569701
33596,39.268874, -94.562882
33602,39.034743, -94.583428
33607,39.067457, -94.534535
33625,39.110398, -94.551615
33630,39.033059, -94.454337
33632,39.168396, -94.494642
33633,39.089571, -94.518464
33637,39.055066, -94.546735
33652,39.112471, -94.555307
33654,39.110235, -94.549331
33657,38.9426, -94.58665
33662,39.053949, -94.583926
33671,39.068419, -94.584002
33697,39.112208, -94.511753
33720,39.18879, -94.562588
33748,39.248521, -94.567386
33752,38.971462, -94.605386
33762,39.044165, -94.593389
33767,38.981126, -94.58665
33790,39.095726, -94.582297
33793,39.030507, -94.564279
33795,39.252223, -94.655534
33835,39.055149, -94.600237
33857,38.984902, -94.589958
33868,39.045943, -94.597205
33884,39.023369, -94.568201
33896,39.116116, -94.535697
33899,39.096175, -94.602555
33900,39.240905, -94.535234
33901,39.056084, -94.575923
33912,39.035834, -94.560468
33922,38.936276, -94.603763
33937,39.053572, -94.555989
33962,39.164726, -94.518755
33972,39.046635, -94.563354
33984,39.113361, -94.544121
33999,39.082082, -94.530937
34062,39.101814, -94.529129
34088,39.129864, -94.492573
34105,39.033382, -94.544496
34116,38.951764, -94.423288
34136,39.071532, -94.548652
34141,39.165244, -94.550859
34144,39.044415, -94.55302
34207,39.069548, -94.543635
34213,39.036445, -94.587261
34232,39.042476, -94.59732
34236,39.084258, -94.542924
34289,39.195654, -94.577803
34304,39.162778, -94.521532
34314,39.100293, -94.537524
34316,39.015846, -94.596143
34322,39.015846, -94.596143
34331,38.956156, -94.577784
34334,38.999772, -94.554491
34339,39.016782, -94.537276
34397,38.928194, -94.496686
34417,39.041069, -94.582361
34429,39.070635, -94.525928
34482,39.249148, -94.684033
34483,39.246068, -94.484278
34486,39.113951, -94.532461
34493,39.05949, -94.567289
34505,39.077921, -94.576194
34518,39.104485, -94.525434
34541,39.003091, -94.54851
34545,39.098611, -94.551413
34549,39.120394, -94.5622
34553,39.107163, -94.522284
34561,39.049446, -94.583849
34587,39.06078, -94.555626
34598,39.058004, -94.574373
34612,39.106424, -94.585262
34642,39.097503, -94.545513
34644,39.095901, -94.584533
34650,39.172587, -94.465395
34653,39.239236, -94.585199
34668,39.198221, -94.631556
34690,39.183701, -94.556366
34693,39.059329, -94.601481
34697,38.999772, -94.554491
34720,39.136813, -94.53148
34721,39.168396, -94.494642
34727,39.040783, -94.603542
34794,39.055853, -94.591561
34821,39.183701, -94.556366
34842,39.019821, -94.497849
34859,39.046624, -94.566848
34865,39.084761, -94.576146
34871,39.068419, -94.584002
34875,39.105088, -94.51563
34918,39.295434, -94.488365
34959,39.234723, -94.649574
34972,38.935036, -94.49676
34981,39.093177, -94.581253
34984,39.038673, -94.582489
34988,39.097503, -94.545513
34990,39.193296, -94.554024
34997,39.113253, -94.565413
34998,39.001027, -94.584457
35019,39.102357, -94.58304
35042,39.084991, -94.520989
35048,38.914974, -94.505658
35056,38.916465, -94.529816
35084,39.115038, -94.532584
35086,39.010929, -94.583723
35091,39.020019, -94.581147
35107,39.097271, -94.500823
35120,39.048068, -94.593404
35148,39.112514, -94.524525
35160,39.193296, -94.554024
35180,39.210549, -94.640371
35188,39.016042, -94.582563
35196,39.108357, -94.48315
35227,39.049559, -94.532102
35252,39.297401, -94.681712
35279,39.120394, -94.5622
35280,39.110188, -94.509453
35285,39.120394, -94.5622
35290,39.026987, -94.573804
35304,39.05644, -94.591161
35305,39.110335, -94.580974
35332,39.102357, -94.58304
35407,39.081358, -94.487331
35410,38.916011, -94.523695
35411,38.896272, -94.569845
35421,39.012725, -94.561547
35434,39.086521, -94.519741
35445,39.084761, -94.576146
35458,39.029191, -94.57833
35489,38.950527, -94.525272
35497,39.077786, -94.521381
35504,39.113249, -94.536101
35514,38.856448, -94.482032
35544,39.111575, -94.510635
35557,39.050832, -94.57583
35560,39.091262, -94.594599
35569,39.095295, -94.558149
35571,39.10209, -94.504026
35575,39.244839, -94.460838
35598,39.008453, -94.574807
35610,39.063738, -94.584478
35617,39.183179, -94.566019
35625,39.084761, -94.576146
35634,39.239225, -94.520735
35688,39.194382, -94.485989
35690,39.162653, -94.523859
35731,38.917981, -94.500946
35743,39.070852, -94.527658
35744,39.078521, -94.596488
35753,39.081836, -94.527546
35814,39.01653, -94.572098
35817,39.036445, -94.587261
35833,39.069055, -94.569675
35837,39.189586, -94.576523
35843,39.069548, -94.543635
35845,38.991294, -94.487287
35852,38.89203, -94.595109
35857,38.975323, -94.56843
35868,39.105252, -94.520286
35877,39.244341, -94.663748
35885,39.059574, -94.594864
35886,39.109648, -94.546225
35887,39.049814, -94.550424
35906,39.246439, -94.585433
35912,39.189699, -94.543867
35915,39.105534, -94.528379
35928,38.949256, -94.571785
35938,39.262946, -94.641017
35949,39.109474, -94.540308
35959,39.091626, -94.517144
35975,38.928765, -94.520553
35979,39.1127, -94.507198
35995,38.986209, -94.555081
36004,39.069055, -94.569675
36008,39.056878, -94.545431
36012,39.078302, -94.538606
36042,39.252223, -94.655534
36083,39.169072, -94.529062
36084,39.179497, -94.533673
36154,39.102054, -94.544287
36173,39.048562, -94.567908
36194,39.010167, -94.58631
36204,39.032829, -94.454003
36218,38.925152, -94.473332
36224,38.937977, -94.508735
36236,39.039822, -94.595596
36244,39.030232, -94.560776
36257,39.040665, -94.595263
36270,39.0092, -94.495925
36276,39.120394, -94.5622
36283,38.924554, -94.501691
36285,39.222478, -94.601507
36353,39.104451, -94.549854
36359,39.188055, -94.508419
36424,39.276383, -94.472962
36433,39.068419, -94.584002
36435,39.05663, -94.587527
36446,39.110855, -94.578417
36469,38.991953, -94.54788
36502,39.069189, -94.52413
36505,39.293202, -94.676047
36518,39.240231, -94.664812
36529,39.096175, -94.602555
36548,39.245169, -94.566679
36553,39.101059, -94.590005
36562,39.017448, -94.602524
36563,39.204138, -94.637436
36577,38.971462, -94.605386
36580,39.268543, -94.569574
36676,38.981126, -94.58665
36679,39.101226, -94.54913
36685,39.096973, -94.539979
36724,38.910873, -94.567714
36767,39.247731, -94.631076
36829,38.962041, -94.497609
36833,39.29987, -94.570672
36834,39.159498, -94.539324
36837,39.110855, -94.578417
36838,39.046132, -94.550632
36864,39.24052, -94.585445
36887,39.072294, -94.571264
36894,39.056419, -94.479484
36897,38.995524, -94.545362
36907,39.102193, -94.588307
36911,39.11285, -94.57686
36927,38.991459, -94.601124
36937,39.242051, -94.461697
36947,39.133074, -94.683303
36959,39.060322, -94.58934
36981,39.054143, -94.605153
36993,39.244855, -94.462098
37036,39.120394, -94.5622
37103,39.240905, -94.535234
37105,38.94293, -94.459535
37144,38.9328, -94.588708
37163,39.168919, -94.496877
37186,39.082596, -94.538402
37203,39.077786, -94.521381
37208,38.921069, -94.548247
37216,39.114617, -94.507902
37265,39.051244, -94.588937
37296,39.107163, -94.522284
37316,39.043842, -94.594611
37334,38.948153, -94.515964
37337,39.069842, -94.55284
37398,39.198221, -94.631556
37418,39.022011, -94.436088
37425,38.979799, -94.487039
37459,39.240231, -94.664812
37498,39.069611, -94.54936
37499,39.060333, -94.535792
37512,39.098842, -94.550832
37519,39.011714, -94.586177
37521,39.186547, -94.535746
37541,38.98117, -94.571477
37580,39.082902, -94.549899
37610,39.042091, -94.583409
37618,39.003748, -94.542655
37649,39.285011, -94.478469
37659,39.069189, -94.52413
37662,39.234723, -94.649574
37670,39.084761, -94.576146
37713,38.982754, -94.580749
37722,39.083386, -94.523181
37723,39.001027, -94.584457
37725,39.065659, -94.539222
37742,39.022382, -94.540411
37749,39.188493, -94.525542
37754,39.154068, -94.557092
37778,39.11233, -94.515195
37784,38.93515, -94.558224
37813,39.080707, -94.551994
37825,39.055066, -94.546735
37826,39.110892, -94.565725
37854,39.10912, -94.531703
37912,39.189277, -94.490074
37913,39.078072, -94.580835
37916,39.040806, -94.604705
37932,38.994276, -94.596402
37969,39.017448, -94.602524
37998,39.069842, -94.55284
38005,39.252223, -94.655534
38023,39.162699, -94.531465
38025,39.071815, -94.557202
38048,38.999772, -94.554491
38054,39.0264, -94.55327
38076,39.162778, -94.521532
38084,39.053044, -94.590339
38110,39.074262, -94.575215
38122,39.02195, -94.583428
38167,39.086521, -94.519741
38175,39.294254, -94.47429
38199,38.938601, -94.525641
38202,39.202813, -94.525502
38214,38.992898, -94.564823
38229,39.10996, -94.57459
38240,39.202682, -94.526794
38242,39.265021, -94.659395
38264,39.098611, -94.551413
38276,39.068419, -94.584002
38280,39.102357, -94.58304
38283,39.095545, -94.504458
38314,39.168396, -94.494642
38326,39.110678, -94.582694
38329,38.956156, -94.577784
38339,39.111421, -94.546087
38340,39.110235, -94.549331
38417,39.108661, -94.580626
38428,39.038949, -94.554257
38449,39.300816, -94.477153
38452,38.992134, -94.55019
38462,39.112514, -94.524525
38495,39.05644, -94.591161
38529,38.948961, -94.605457
38530,39.01549, -94.546438
38533,39.084761, -94.576146
38544,39.035705, -94.496433
38549,39.05608, -94.572115
38560,39.16669, -94.570898
38594,39.079533, -94.520099
38610,39.068365, -94.582777
38616,39.266407, -94.62401
38622,39.108781, -94.544489
38633,38.991554, -94.575658
38642,39.213881, -94.634404
38667,38.971462, -94.605386
38668,39.234723, -94.649574
38669,39.162207, -94.550141
38684,39.004725, -94.565444
38694,38.951764, -94.423288
38698,39.252223, -94.655534
38733,39.068014, -94.586682
38734,39.201088, -94.599435
38750,39.07546, -94.596711
38762,39.100155, -94.592275
38788,39.102419, -94.511211
38796,39.095393, -94.594432
38804,39.068958, -94.524534
38819,39.237048, -94.659866
38825,39.049142, -94.586916
38826,39.168042, -94.576317
38829,39.10003, -94.585827
38836,39.246439, -94.585433
38837,39.213895, -94.611957
38856,39.089109, -94.581443
38864,39.088022, -94.556606
38933,39.081278, -94.574843
38960,39.116116, -94.535697
38972,39.060134, -94.588208
38987,39.073369, -94.554989
39013,39.045943, -94.597205
39026,38.942692, -94.515647
39041,38.981126, -94.58665
39048,38.914974, -94.505658
39054,39.021026, -94.559028
39097,39.116116, -94.535697
39112,39.013852, -94.590632
39119,38.939121, -94.587421
39135,39.060861, -94.590777
39138,39.083897, -94.579011
39140,38.99174, -94.598676
39151,39.240993, -94.676553
39202,39.022048, -94.541715
39217,39.168396, -94.494642
39221,39.299893, -94.573502
39225,39.017448, -94.602524
39253,39.22925, -94.623848
39272,39.158848, -94.543047
39273,38.932778, -94.562687
39322,39.162653, -94.523859
39331,39.055853, -94.591561
39339,39.0469, -94.566829
39369,39.193296, -94.554024
39390,38.925152, -94.473332
39409,39.02885, -94.576031
39451,39.103698, -94.479554
39486,39.248754, -94.593197
39489,39.069133, -94.529857
39509,39.063169, -94.593871
39510,39.053044, -94.590339
39566,38.992819, -94.566429
39571,39.081789, -94.525567
39592,39.027012, -94.424333
39604,39.129036, -94.505061
39606,38.953573, -94.535256
39631,39.035715, -94.561641
39647,39.063699, -94.583323
39653,39.120394, -94.5622
39664,39.077485, -94.56867
39668,38.993048, -94.573297
39672,39.02693, -94.571484
39685,39.050832, -94.57583
39689,39.246884, -94.647816
39700,39.067408, -94.532855
39706,39.243863, -94.650395
39726,39.06576, -94.524766
39754,39.276383, -94.472962
39784,39.049702, -94.524416
39788,39.002557, -94.556685
39789,39.129864, -94.492573
39834,39.112253, -94.554499
39836,39.053949, -94.583926
39840,39.189277, -94.490074
39860,39.064055, -94.540473
39868,39.038673, -94.582489
39891,39.120394, -94.5622
39894,39.112762, -94.528131
39906,39.060861, -94.590777
39909,39.030577, -94.527174
39913,38.948112, -94.57817
39933,38.992474, -94.595216
39937,39.057357, -94.55689
39946,39.090825, -94.552223
39954,39.012345, -94.55375
39972,39.293112, -94.582313
39981,39.069548, -94.543635
39985,39.053949, -94.583926
40031,38.999727, -94.507804
40057,39.107403, -94.534113
40064,38.979799, -94.487039
40068,39.242051, -94.461697
40089,39.020063, -94.420775
40090,39.05663, -94.587527
40147,39.033382, -94.544496
40171,39.039363, -94.600989
40238,39.042145, -94.582315
40245,39.091041, -94.564575
40249,39.003233, -94.596609
40257,39.216378, -94.526616
40278,39.102054, -94.544287
40280,39.049559, -94.532102
40296,39.013852, -94.590632
40317,39.035007, -94.589632
40328,39.155633, -94.557173
40358,39.104813, -94.591995
40396,38.984902, -94.589958
40425,38.910873, -94.567714
40429,39.172053, -94.576734
40431,39.040665, -94.595263
40441,39.011849, -94.430698
40519,38.93704, -94.44767
40531,39.072013, -94.565446
40533,39.113361, -94.544121
40567,39.234133, -94.541616
40572,38.928194, -94.496686
40583,39.070679, -94.5208
40584,39.046508, -94.52544
40623,39.223627, -94.669574
40625,39.100114, -94.588419
40635,39.07625, -94.525882
40639,39.16928, -94.477801
40640,39.044787, -94.591419
40662,39.051509, -94.589152
40667,39.012891, -94.565412
40724,39.069553, -94.553372
40726,38.923191, -94.495162
40743,39.088785, -94.599571
40758,39.024967, -94.566957
40770,38.997741, -94.593148
40847,39.120394, -94.5622
40858,39.052906, -94.534111
40866,39.063699, -94.583323
40883,39.202084, -94.641111
40892,39.069553, -94.553372
40898,39.168396, -94.494642
40920,39.020229, -94.582117
40925,39.030577, -94.527174
40930,39.053044, -94.590339
40932,39.110855, -94.578417
40948,38.94293, -94.459535
40950,39.03207, -94.464909
40990,39.070827, -94.58533
41013,39.05423, -94.573687
41027,39.045047, -94.471556
41030,39.110433, -94.517622
41036,39.056084, -94.575923
41059,39.071132, -94.541274
41071,38.95084, -94.605867
41081,38.992898, -94.564823
41130,38.936276, -94.603763
41139,39.036445, -94.587261
41150,39.246439, -94.585433
41160,38.984902, -94.589958
41188,39.012891, -94.565412
41200,39.10367, -94.548234
41237,39.084761, -94.576146
41238,39.053044, -94.590339
41298,39.110855, -94.578417
41317,38.953573, -94.535256
41341,38.991554, -94.575658
41361,39.042145, -94.582315
41404,39.060656, -94.601097
41416,38.909322, -94.500853
41419,39.102357, -94.58304
41425,39.065524, -94.534636
41433,39.034489, -94.582699
41437,39.001009, -94.542569
41468,39.087258, -94.587583
41481,39.043364, -94.567203
41496,39.043583, -94.562619
41507,39.246439, -94.585433
41537,39.095545, -94.504458
41561,39.089109, -94.581443
41609,39.107672, -94.545937
41631,39.194382, -94.485989
41640,39.249028, -94.662955
41646,39.251819, -94.698089
41651,39.019685, -94.570088
41673,39.102357, -94.58304
41687,39.058196, -94.584828
41718,39.03207, -94.464909
41726,38.961569, -94.488864
41750,39.110678, -94.582694
41759,39.075901, -94.514944
41784,38.992898, -94.564823
41798,39.082596, -94.538402
41854,39.037364, -94.487512
41859,39.077786, -94.521381
41875,39.030232, -94.560776
41895,39.10996, -94.57459
41899,39.105487, -94.527068
41915,39.058355, -94.534982
41935,39.227036, -94.46947
41939,39.051502, -94.582898
41952,38.985528, -94.56204
41983,39.02693, -94.571484
41984,39.083366, -94.526798
41988,39.074406, -94.579352
42007,39.03875, -94.456507
42009,39.17457, -94.544478
42028,39.207904, -94.601165
42033,38.9129, -94.512735
42036,39.049142, -94.586916
42037,39.042145, -94.582315
42053,39.190621, -94.567057
42058,38.907653, -94.603052
42080,39.246439, -94.585433
42094,39.174068, -94.549016
42107,39.060861, -94.590777
42172,39.083366, -94.526798
42197,39.039571, -94.445656
42209,39.038953, -94.445083
42228,39.025632, -94.53321
42234,39.084761, -94.576146
42281,39.020581, -94.592809
42300,39.004725, -94.565444
42326,39.073802, -94.552451
42334,39.168919, -94.496877
42344,38.951764, -94.423288
42379,38.986978, -94.59892
42382,39.010392, -94.551605
42394,39.112123, -94.509353
42410,39.095486, -94.502165
42413,39.04069, -94.597799
42433,38.969204, -94.514901
42436,39.111421, -94.546087
42472,39.106162, -94.579373
42484,38.926472, -94.593771
42518,39.109519, -94.555481
42549,39.16928, -94.477801
42555,38.992474, -94.595216
42562,38.993711, -94.418329
42563,39.082902, -94.549899
42581,39.252223, -94.655534
42609,39.049458, -94.527871
42623,38.988193, -94.492303
42624,39.073369, -94.554989
42633,39.110855, -94.578417
42637,39.10209, -94.504026
42720,39.240979, -94.639315
42727,38.970664, -94.59528
42761,39.177243, -94.522304
42775,39.045619, -94.58743
42824,39.091262, -94.594599
42831,38.9821, -94.565744
42833,39.007141, -94.559903
42883,39.008453, -94.574807
42957,39.246439, -94.585433
42965,39.234723, -94.649574
42999,39.065478, -94.589817
43001,39.189277, -94.490074
43019,39.044398, -94.550928
43047,39.237827, -94.631863
43063,39.084761, -94.576146
43073,39.233935, -94.676145
43104,39.056624, -94.587312
43115,39.248327, -94.572135
43178,39.021026, -94.559028
43181,39.110433, -94.517622
43203,39.311628, -94.689466
43213,39.067489, -94.535697
43216,39.113361, -94.544121
43247,39.013852, -94.590632
43250,38.959614, -94.500215
43253,39.000075, -94.586308
43257,39.116116, -94.535697
43283,39.189699, -94.543867
43286,39.104823, -94.508901
43304,39.086884, -94.519716
43314,39.01165, -94.4436
43411,38.988193, -94.492303
43427,39.044612, -94.606635
43476,39.239766, -94.571175
43500,39.060045, -94.585902
43511,39.120394, -94.5622
43544,39.055149, -94.600237
43564,39.07254, -94.577655
43588,39.109328, -94.561911
43598,39.10367, -94.548234
43618,39.225067, -94.600278
43620,38.925152, -94.473332
43660,39.000595, -94.575199
43676,39.019707, -94.59312
43691,39.263824, -94.56805
43712,39.107403, -94.534113
43725,39.298908, -94.564841
43733,39.065524, -94.534636
43755,39.168657, -94.551521
43807,39.077752, -94.575039
43838,39.248327, -94.572135
43872,39.10209, -94.504026
43885,38.951011, -94.427298
43888,39.038949, -94.554257
43891,39.10018, -94.590262
43945,39.013902, -94.552605
43982,39.169144, -94.574828
43986,39.102357, -94.58304
44020,39.063649, -94.582042
44054,39.045619, -94.58743
44147,39.059574, -94.594864
44149,39.11233, -94.515195
44152,38.983817, -94.563403
44159,39.220827, -94.585375
44164,39.05608, -94.572115
44169,39.069377, -94.523636
44171,39.055032, -94.461219
44179,39.092938, -94.593533
44204,39.037573, -94.563874
44210,39.265021, -94.659395
44261,39.069557, -94.478006
44317,39.070629, -94.578911
44391,39.043481, -94.571377
44395,39.036445, -94.587261
44403,39.104654, -94.588213
44405,39.007405, -94.545955
44441,39.220585, -94.670193
44469,39.066727, -94.586115
44496,39.041069, -94.582361
44497,39.053044, -94.590339
44507,39.268874, -94.562882
44549,38.948352, -94.49102
44581,39.103603, -94.589874
44610,39.105088, -94.51563
44653,39.063649, -94.582042
44657,39.252223, -94.655534
44666,39.077786, -94.521381
44696,39.03473, -94.517991
44710,39.246439, -94.585433
44734,38.985736, -94.562774
44740,39.168396, -94.494642
44751,38.919774, -94.50853
44777,39.069189, -94.52413
44792,39.097678, -94.516879
44801,39.110678, -94.582694
44804,39.226209, -94.587058
44821,39.024694, -94.559949
44834,39.088785, -94.599571
44859,39.053572, -94.555989
44873,39.249016, -94.565385
44883,38.971462, -94.605386
44902,39.186547, -94.535746
44907,39.033724, -94.557093
44916,39.045619, -94.58743
44939,39.069377, -94.523636
44940,38.985736, -94.562774
44957,39.165244, -94.550859
44962,39.060861, -94.590777
44967,39.194026, -94.563846
44970,39.115038, -94.532584
44973,39.026405, -94.55635
44995,38.914974, -94.505658
44997,39.101814, -94.529129
45030,39.062233, -94.584217
45045,39.106424, -94.585262
45050,39.049814, -94.550424
45058,39.245408, -94.500032
45085,39.108661, -94.580626
45088,38.973892, -94.502013
45100,38.973985, -94.503713
45158,38.981126, -94.58665
45171,39.246439, -94.585433
45193,39.104813, -94.591995
45225,39.030507, -94.564279
45226,39.102357, -94.58304
45275,39.220585, -94.670193
45286,38.953105, -94.490604
45310,39.052817, -94.532946
45319,38.948038, -94.419102
45322,39.056419, -94.479484
45337,39.036445, -94.587261
45361,39.105211, -94.552386
45408,39.030232, -94.560776
45411,38.981696, -94.605171
45427,39.021427, -94.569476
45433,39.069121, -94.585387
45435,39.034743, -94.583428
45439,39.068419, -94.584002
45453,39.091036, -94.50548
45504,39.069192, -94.577422
45515,39.042145, -94.582315
45533,39.05423, -94.573687
45567,39.087944, -94.589313
45571,38.944209, -94.412217
45657,39.084761, -94.576146
45662,39.083366, -94.526798
45667,38.962041, -94.497609
45682,39.110678, -94.582694
45683,39.049458, -94.527871
45688,39.060151, -94.53144
45704,39.0092, -94.495925
45760,39.108799, -94.521236
45767,39.035834, -94.560468
45818,39.044612, -94.606635
45830,39.245303, -94.458689
45881,39.052858, -94.591462
45894,39.001027, -94.584457
45904,38.949534, -94.520649
45912,39.051502, -94.582898
45917,38.986978, -94.59892
45928,38.997271, -94.505315
45934,39.007141, -94.559903
45939,39.036168, -94.515817
45952,39.057357, -94.55689
45957,39.065478, -94.589817
45960,39.129864, -94.492573
45976,39.049446, -94.583849
45987,39.072332, -94.520726
46005,39.264957, -94.536838
46034,39.246439, -94.585433
46041,38.997363, -94.588123
46047,39.056084, -94.575923
46050,39.055217, -94.606269
46110,39.079669, -94.520094
46116,38.910992, -94.503978
46124,39.069548, -94.543635
46129,39.050517, -94.533949
46156,39.083897, -94.579011
46166,39.019046, -94.54871
46207,39.056586, -94.586109
46214,39.083366, -94.526798
46222,39.043842, -94.594611
46229,39.03207, -94.464909
46247,39.091626, -94.517144
46262,38.981378, -94.592807
46295,39.021668, -94.485443
46302,39.02195, -94.583428
46328,39.240979, -94.639315
46336,39.030759, -94.491765
46345,39.305097, -94.683875
46359,39.040779, -94.588826
46397,39.018661, -94.390853
46416,39.090988, -94.585998
46426,39.275858, -94.452013
46432,39.003091, -94.54851
46437,39.110398, -94.551615
46442,39.100817, -94.583116
46462,39.065524, -94.534636
46464,38.96078, -94.430986
46473,39.063738, -94.584478
46484,39.065478, -94.589817
46502,39.107403, -94.534113
46506,38.975346, -94.597127
46513,39.240633, -94.460931
46520,38.946186, -94.414735
46538,39.08039, -94.478775
46540,39.040497, -94.591691
46544,39.042145, -94.582315
46552,39.024694, -94.559949
46564,39.172587, -94.465395
46575,39.084761, -94.576146
46589,39.207904, -94.601165
46598,38.987189, -94.557459
46606,39.104813, -94.591995
46649,39.16928, -94.477801
46658,39.077921, -94.576194
46669,39.098145, -94.532002
46687,39.130217, -94.50056
46699,38.935557, -94.589346
46735,39.100795, -94.581248
46746,39.028631, -94.484393
46754,39.242051, -94.461697
46763,39.172446, -94.529638
46764,39.044348, -94.603411
46771,39.084761, -94.576146
46783,39.112368, -94.516343
46793,38.969185, -94.499784
46796,39.273974, -94.665975
46806,38.975323, -94.56843
46823,39.012632, -94.559468
46830,39.248015, -94.593988
46838,39.305097, -94.683875
46843,39.170502, -94.538583
46847,39.106722, -94.536451
46850,39.042792, -94.554257
46852,39.101814, -94.529129
46861,39.030214, -94.558438
46893,39.217307, -94.619557
46899,39.18411, -94.532541
46901,39.07939, -94.527685
46903,38.96396, -94.485845
46909,38.937345, -94.591585
46922,39.030194, -94.559609
46932,38.953123, -94.488607
46945,39.063335, -94.487221
46955,39.052838, -94.536443
46960,39.069189, -94.52413
46969,39.030214, -94.558438
46976,39.248015, -94.593988
46990,39.030709, -94.575917
47019,38.992898, -94.564823
47032,39.108079, -94.593491
47061,39.065585, -94.535786
47064,38.975323, -94.56843
47065,39.019821, -94.497849
47076,39.042792, -94.554257
47106,39.273974, -94.665975
47114,39.113336, -94.546182
47126,39.061151, -94.591933
47138,39.070631, -94.579239
47153,38.908906, -94.507115
47155,39.025888, -94.481255
47174,39.100542, -94.582039
47188,39.184453, -94.505076
47193,39.074112, -94.579875
47208,39.063845, -94.587401
47229,39.173234, -94.590937
47236,38.994675, -94.542795
47237,39.098611, -94.551413
47248,39.110855, -94.578417
47267,38.997621, -94.564502
47280,39.054717, -94.531695
47308,39.036383, -94.469457
47321,38.953273, -94.526768
47370,39.130217, -94.50056
47383,39.056032, -94.570826
47391,39.030198, -94.556104
47418,38.958984, -94.480253
47420,39.092995, -94.598043
47451,39.175782, -94.569302
47455,39.063845, -94.587401
47463,39.074768, -94.549109
47464,39.036445, -94.587261
47468,39.056192, -94.474814
47469,39.081694, -94.549956
47477,39.019821, -94.497849
47481,38.929141, -94.52293
47511,39.100542, -94.582039
47520,39.072334, -94.57394
47535,39.030838, -94.483492
47548,39.098611, -94.551413
47550,38.997621, -94.564502
47581,38.997621, -94.564502
47594,39.081694, -94.549956
47597,39.223347, -94.677796
47616,39.022843, -94.505041
47617,39.063649, -94.582042
47632,39.05069, -94.593435
47653,39.066299, -94.579152
47662,39.152308, -94.577711
47673,38.994022, -94.499221
47679,38.991378, -94.571061
47704,38.994675, -94.542795
47721,39.170502, -94.538583
47747,39.006743, -94.602923
47760,39.058124, -94.530381
47767,39.245784, -94.565565
47784,39.213665, -94.628708
47786,39.130848, -94.52161
47788,38.997741, -94.593148
47831,38.975323, -94.56843
47848,38.969185, -94.499784
47863,39.019151, -94.599826
47873,39.108611, -94.515423
47885,39.043982, -94.535743
47887,39.067201, -94.525801
47892,39.184283, -94.551814
47901,39.070293, -94.566823
47930,39.184453, -94.505076
47937,39.18411, -94.532541
47942,39.111084, -94.556854
47944,39.070631, -94.579239
47953,39.100736, -94.553634
47978,38.944361, -94.491134
47982,39.315115, -94.671276
47984,39.030194, -94.559609
48013,39.065318, -94.579765
